,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
5381,582,minimum wage,NO CLAIM,21-30,Some college but no degree,White,5.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,587,train,581
5382,583,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Asian",2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1609,train,582
5383,584,minimum wage,NO CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1187,train,583
5384,585,minimum wage,NO CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,1,0,liberal,FL,female,Argument_against,1,1242,train,584
5385,586,minimum wage,NO CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1340,train,585
5386,587,minimum wage,NO CLAIM,20 or below,Some college but no degree,"White,Middle Eastern or North African",0.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,659,train,586
5387,588,minimum wage,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,952,train,587
5388,589,minimum wage,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Asian,Other race, ethnicity or origin",3.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,905,train,588
5389,590,minimum wage,NO CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1383,train,589
5390,591,minimum wage,CLAIM,31-40,Associate degree in college - Occupational/vocational program,White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,437,train,590
5391,592,minimum wage,NO CLAIM,20 or below,Some college but no degree,White,1.0,Very well,Yes,1,0,liberal,FL,female,Argument_against,1,1046,train,591
5392,593,minimum wage,NO CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)","Other race, ethnicity or origin",1.0,Very well,Yes,1,0,liberal,FL,female,Argument_against,1,969,train,592
5393,594,minimum wage,CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,1625,train,593
5394,595,minimum wage,NO CLAIM,21-30,Some college but no degree,White,2.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,1507,train,594
5395,596,minimum wage,CLAIM,20 or below,Some college but no degree,White,1.0,Very well,No,1,1,liberal,FL,female,Argument_against,1,347,train,595
5396,597,minimum wage,NO CLAIM,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"Other race, ethnicity or origin",2.0,Very well,Yes,1,0,liberal,FL,female,NoArgument,0,1349,train,596
5397,598,minimum wage,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,1.0,Very well,No,1,0,liberal,FL,female,NoArgument,0,173,train,597
5398,599,minimum wage,CLAIM,20 or below,Associate degree in college - Academic program,White,2.0,Very well,No,1,1,liberal,FL,female,NoArgument,0,581,train,598
5399,600,minimum wage,CLAIM,20 or below,Some college but no degree,"White,Asian",2.0,Very well,No,1,1,liberal,FL,female,Argument_for,1,1055,train,599
5400,601,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,0,val,0
5401,602,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,1,val,1
5402,603,cloning,Accept / Con,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,2,val,2
5403,604,cloning,Accept / Pro,51 or above,Associate degree in college - Academic program,White,3.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,3,val,3
5404,605,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Asian,0.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,4,val,4
5405,606,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,5,val,5
5406,607,cloning,Reject,21-30,Some college but no degree,White,3.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,6,val,6
5407,608,cloning,Accept / Pro,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,3.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,7,val,7
5408,609,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,8,val,8
5409,610,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,Yes,2,1,liberal,FL,female,NoArgument,0,9,val,9
5410,611,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,2,0,liberal,FL,female,NoArgument,0,10,val,10
5411,612,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,11,val,11
5412,613,cloning,Reject,21-30,Associate degree in college - Academic program,White,2.0,Very well,No,2,0,liberal,FL,female,Argument_for,1,12,val,12
5413,614,cloning,Reject,20 or below,Some college but no degree,White,3.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,13,val,13
5414,615,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,Yes,2,1,liberal,FL,female,Argument_for,1,14,val,14
5415,616,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,15,val,15
5416,617,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Well,No,2,0,liberal,FL,female,NoArgument,0,16,val,16
5417,618,cloning,Reject,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,17,val,17
5418,619,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,18,val,18
5419,620,cloning,Reject,21-30,Some college but no degree,White,3.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,19,val,19
5420,621,cloning,Accept / Con,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,20,val,20
5421,622,cloning,Accept / Pro,21-30,Some college but no degree,White,3.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,21,val,21
5422,623,cloning,Accept / Pro,21-30,Some college but no degree,White,0.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,22,val,22
5423,624,cloning,Reject,21-30,Some college but no degree,White,0.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,23,val,23
5424,625,cloning,Reject,21-30,Some college but no degree,White,2.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,24,val,24
5425,626,cloning,Accept / Con,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,25,val,25
5426,627,cloning,Accept / Pro,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,1.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,26,val,26
5427,628,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,27,val,27
5428,629,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,2,0,liberal,FL,female,NoArgument,0,28,val,28
5429,630,cloning,Accept / Pro,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Asian",0.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,29,val,29
5430,631,cloning,Accept / Con,21-30,Some college but no degree,White,2.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,30,val,30
5431,632,cloning,Reject,20 or below,Some college but no degree,White,0.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,31,val,31
5432,633,cloning,Reject,21-30,Associate degree in college - Academic program,White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,32,val,32
5433,634,cloning,Accept / Con,20 or below,Associate degree in college - Academic program,White,0.0,Very well,Yes,2,1,liberal,FL,female,Argument_for,1,33,val,33
5434,635,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,34,val,34
5435,636,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,35,val,35
5436,637,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,36,val,36
5437,638,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,Yes,2,1,liberal,FL,female,Argument_against,1,37,val,37
5438,639,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,38,val,38
5439,640,cloning,Accept / Con,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,39,val,39
5440,641,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,40,val,40
5441,642,cloning,Accept / Pro,20 or below,Associate degree in college - Academic program,White,0.0,Very well,Yes,2,1,liberal,FL,female,NoArgument,0,41,val,41
5442,643,cloning,Reject,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,2,0,liberal,FL,female,Argument_for,1,42,val,42
5443,644,cloning,Accept / Pro,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Asian,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,43,val,43
5444,645,cloning,Reject,20 or below,Some college but no degree,White,0.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,44,val,44
5445,646,cloning,Accept / Con,21-30,Some college but no degree,White,0.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,45,val,45
5446,647,cloning,Accept / Con,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,46,val,46
5447,648,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,47,val,47
5448,649,cloning,Accept / Con,51 or above,Associate degree in college - Academic program,White,3.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,48,val,48
5449,650,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","Other race, ethnicity or origin",0.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,49,val,49
5450,651,cloning,Accept / Con,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,456,train,50
5451,652,cloning,Reject,21-30,Some college but no degree,"White,Black or African American,Other race, ethnicity or origin",1.0,Very well,Yes,2,0,liberal,FL,female,NoArgument,0,102,train,51
5452,653,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,1126,train,52
5453,654,cloning,Reject,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,0,liberal,FL,female,Argument_for,1,1003,train,53
5454,655,cloning,Accept / Pro,20 or below,Some college but no degree,White,2.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,914,train,54
5455,656,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,571,train,55
5456,657,cloning,Reject,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,419,train,56
5457,658,cloning,Accept / Con,21-30,Some college but no degree,White,1.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,356,train,57
5458,659,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Asian,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,1728,train,58
5459,660,cloning,Reject,21-30,Some college but no degree,White,0.0,Very well,No,2,0,liberal,FL,female,Argument_for,1,130,train,59
5460,661,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,122,train,60
5461,662,cloning,Accept / Con,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Middle Eastern or North African,0.0,Very well,Yes,2,1,liberal,FL,female,Argument_against,1,383,train,61
5462,663,cloning,Reject,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,895,train,62
5463,664,cloning,Accept / Con,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,952,train,63
5464,665,cloning,Accept / Con,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,2069,train,64
5465,666,cloning,Accept / Pro,21-30,Some college but no degree,White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,108,train,65
5466,667,cloning,Reject,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,0,liberal,FL,female,Argument_for,1,814,train,66
5467,668,cloning,Accept / Con,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,1718,train,67
5468,669,cloning,Accept / Pro,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,902,train,68
5469,670,cloning,Accept / Pro,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,1839,train,69
5470,671,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,1139,train,70
5471,672,cloning,Reject,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,26,train,71
5472,673,cloning,Reject,20 or below,Some college but no degree,White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,653,train,72
5473,674,cloning,Accept / Con,20 or below,Some college but no degree,White,3.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,1731,train,73
5474,675,cloning,Accept / Pro,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),"White,Asian",0.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,1393,train,74
5475,676,cloning,Reject,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Middle Eastern or North African,0.0,Very well,Yes,2,0,liberal,FL,female,NoArgument,0,1138,train,75
5476,677,cloning,Accept / Pro,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,636,train,76
5477,678,cloning,Accept / Con,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,1.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,881,train,77
5478,679,cloning,Reject,20 or below,Associate degree in college - Academic program,White,0.0,Very well,Yes,2,0,liberal,FL,female,NoArgument,0,1378,train,78
5479,680,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,418,train,79
5480,681,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,379,train,80
5481,682,cloning,Reject,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,2.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,1556,train,81
5482,683,cloning,Reject,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Asian,2.0,Well,Yes,2,0,liberal,FL,female,NoArgument,0,396,train,82
5483,684,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,1470,train,83
5484,685,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,1408,train,84
5485,686,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,1083,train,85
5486,687,cloning,Accept / Pro,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,2,1,liberal,FL,female,NoArgument,0,177,train,86
5487,688,cloning,Accept / Pro,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,1.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,1881,train,87
5488,689,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_against,1,511,train,88
5489,690,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,1550,train,89
5490,691,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,0.0,Very well,No,2,0,liberal,FL,female,Argument_against,1,322,train,90
5491,692,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,0,liberal,FL,female,NoArgument,0,1200,train,91
5492,693,cloning,Accept / Pro,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,3.0,Very well,No,2,1,liberal,FL,female,Argument_for,1,1481,train,92
5493,694,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,4.0,Very well,Yes,2,1,liberal,FL,female,Argument_for,1,787,train,93
